position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ĄC]
6735,11/30/18 5:30,11/29/18 23:30,99.27144,15.60821,835,val. GPS-3D,3.36,3.68,28
6734,11/30/18 5:15,11/29/18 23:15,99.27154,15.60814,805,val. GPS-3D,3.36,3.68,28
6733,11/30/18 5:01,11/29/18 23:01,99.27155,15.60831,819,val. GPS-3D,3.36,3.68,27
6732,11/30/18 4:48,11/29/18 22:48,99.27086,15.60902,820,GPS-3D,3.36,3.68,28
6731,11/30/18 4:30,11/29/18 22:30,99.27195,15.60894,806,val. GPS-3D,3.36,3.68,28
6730,11/30/18 4:15,11/29/18 22:15,99.27201,15.60889,820,val. GPS-3D,3.36,3.68,28
6729,11/30/18 4:00,11/29/18 22:00,99.27201,15.60893,807,val. GPS-3D,3.36,3.68,29
6728,11/30/18 3:45,11/29/18 21:45,99.27195,15.60886,757,val. GPS-3D,3.36,3.68,29
6727,11/30/18 3:30,11/29/18 21:30,99.27205,15.6089,817,val. GPS-3D,3.36,3.68,30
6726,11/30/18 3:15,11/29/18 21:15,99.27193,15.609,782,val. GPS-3D,3.36,3.68,31
6725,11/30/18 3:00,11/29/18 21:00,99.27205,15.6089,802,val. GPS-3D,3.36,3.68,31
6724,11/30/18 2:45,11/29/18 20:45,99.27203,15.60885,800,val. GPS-3D,3.36,3.68,30
6723,11/30/18 2:30,11/29/18 20:30,99.27198,15.60892,787,val. GPS-3D,3.36,3.68,30
6722,11/30/18 2:18,11/29/18 20:18,99.27201,15.60892,802,GPS-3D,3.36,3.68,29
6721,11/30/18 2:01,11/29/18 20:01,99.27201,15.60893,803,val. GPS-3D,3.36,3.68,28
6720,11/30/18 1:45,11/29/18 19:45,99.272,15.60902,814,val. GPS-3D,3.36,3.68,27
6719,11/30/18 1:30,11/29/18 19:30,99.272,15.60888,797,val. GPS-3D,3.36,3.68,26
6718,11/30/18 1:15,11/29/18 19:15,99.27205,15.60888,804,val. GPS-3D,3.36,3.68,24
6717,11/30/18 1:00,11/29/18 19:00,99.272,15.60887,798,val. GPS-3D,3.36,3.68,24
6716,11/30/18 0:45,11/29/18 18:45,99.27205,15.60886,803,val. GPS-3D,3.36,3.68,24
6715,11/30/18 0:30,11/29/18 18:30,99.272,15.60882,812,val. GPS-3D,3.36,3.68,24
6714,11/30/18 0:15,11/29/18 18:15,99.27197,15.60881,815,val. GPS-3D,3.36,3.68,25
6713,11/30/18 0:00,11/29/18 18:00,99.272,15.60892,810,val. GPS-3D,3.36,3.68,26
6712,11/29/18 23:45,11/29/18 17:45,99.272,15.60894,802,val. GPS-3D,3.36,3.68,26
6711,11/29/18 23:30,11/29/18 17:30,99.27202,15.60888,810,val. GPS-3D,3.36,3.68,26
6710,11/29/18 23:15,11/29/18 17:15,99.27202,15.6089,823,val. GPS-3D,3.36,3.68,24
6709,11/29/18 23:00,11/29/18 17:00,99.27197,15.60887,790,val. GPS-3D,3.36,3.68,25
6708,11/29/18 22:45,11/29/18 16:45,99.27199,15.60887,807,val. GPS-3D,3.36,3.68,26
6707,11/29/18 22:30,11/29/18 16:30,99.27203,15.60896,816,val. GPS-3D,3.36,3.68,27
6706,11/29/18 22:15,11/29/18 16:15,99.27203,15.60896,793,val. GPS-3D,3.36,3.68,26
6705,11/29/18 22:00,11/29/18 16:00,99.27204,15.6089,800,val. GPS-3D,3.36,3.68,26
6704,11/29/18 3:30,11/28/18 21:30,99.26931,15.60814,805,val. GPS-3D,3.36,3.68,30
6702,11/29/18 3:00,11/28/18 21:00,99.26947,15.60802,808,val. GPS-3D,3.36,3.68,27
6701,11/29/18 2:45,11/28/18 20:45,99.26944,15.60792,811,val. GPS-3D,3.36,3.68,26
6700,11/29/18 2:30,11/28/18 20:30,99.26944,15.60798,802,val. GPS-3D,3.36,3.68,26
6699,11/29/18 2:15,11/28/18 20:15,99.26943,15.60817,825,val. GPS-3D,3.36,3.68,25
6698,11/29/18 2:00,11/28/18 20:00,99.26946,15.60809,819,val. GPS-3D,3.36,3.68,25
6697,11/29/18 1:45,11/28/18 19:45,99.26944,15.60808,843,val. GPS-3D,3.36,3.68,25
6696,11/29/18 1:30,11/28/18 19:30,99.26939,15.60806,814,val. GPS-3D,3.36,3.68,25
6695,11/29/18 1:15,11/28/18 19:15,99.26941,15.60808,813,val. GPS-3D,3.36,3.68,25
6694,11/29/18 1:00,11/28/18 19:00,99.26937,15.60801,850,val. GPS-3D,3.36,3.68,25
6693,11/29/18 0:45,11/28/18 18:45,99.26941,15.60822,794,val. GPS-3D,3.36,3.68,26
6692,11/28/18 9:30,11/28/18 3:30,99.27159,15.60924,807,val. GPS-3D,3.36,3.68,28
6691,11/28/18 9:16,11/28/18 3:16,99.27134,15.60942,812,val. GPS-3D,3.36,3.68,29
6689,11/28/18 8:45,11/28/18 2:45,99.27163,15.60916,803,val. GPS-3D,3.36,3.68,27
6688,11/28/18 2:30,11/27/18 20:30,99.27165,15.60951,812,val. GPS-3D,3.36,3.68,26
6687,11/28/18 2:15,11/27/18 20:15,99.2717,15.60951,828,val. GPS-3D,3.36,3.68,25
6686,11/28/18 2:00,11/27/18 20:00,99.2716,15.60941,846,val. GPS-3D,3.36,3.68,25
6685,11/28/18 1:46,11/27/18 19:46,99.27044,15.60957,855,val. GPS-3D,3.36,3.68,25
6684,11/27/18 19:30,11/27/18 13:30,99.27036,15.60944,841,val. GPS-3D,3.36,3.68,25
6683,11/27/18 19:15,11/27/18 13:15,99.27031,15.60947,849,val. GPS-3D,3.36,3.68,25
6682,11/27/18 19:00,11/27/18 13:00,99.2702,15.60945,830,val. GPS-3D,3.36,3.68,24
6681,11/27/18 18:45,11/27/18 12:45,99.27016,15.60935,803,val. GPS-3D,3.36,3.68,24
6680,11/27/18 18:30,11/27/18 12:30,99.27027,15.6095,854,val. GPS-3D,3.36,3.68,24
6679,11/27/18 18:15,11/27/18 12:15,99.27031,15.60947,835,val. GPS-3D,3.36,3.68,24
6678,11/27/18 18:00,11/27/18 12:00,99.27034,15.60928,874,val. GPS-3D,3.36,3.68,25
6677,11/27/18 17:45,11/27/18 11:45,99.27025,15.60955,813,val. GPS-3D,3.36,3.68,25
6676,11/27/18 17:30,11/27/18 11:30,99.26994,15.61003,755,val. GPS-3D,3.36,3.68,25
6675,11/27/18 17:15,11/27/18 11:15,99.27034,15.60925,872,val. GPS-3D,3.36,3.68,24
6674,11/27/18 17:00,11/27/18 11:00,99.27019,15.60947,837,val. GPS-3D,3.36,3.68,24
6673,11/27/18 16:45,11/27/18 10:45,99.2721,15.60979,797,val. GPS-3D,3.36,3.68,23
6672,11/27/18 16:30,11/27/18 10:30,99.2741,15.60924,785,val. GPS-3D,3.36,3.68,23
6671,11/27/18 16:15,11/27/18 10:15,99.27432,15.60703,786,val. GPS-3D,3.36,3.68,23
6670,11/27/18 16:00,11/27/18 10:00,99.27426,15.60367,694,val. GPS-3D,3.36,3.68,24
6669,11/27/18 15:46,11/27/18 9:46,99.2749,15.60239,697,val. GPS-3D,3.36,3.68,24
6668,11/27/18 15:30,11/27/18 9:30,99.27618,15.59898,619,val. GPS-3D,3.36,3.68,24
6667,11/27/18 15:15,11/27/18 9:15,99.27713,15.59665,571,val. GPS-3D,3.36,3.68,25
6666,11/27/18 15:00,11/27/18 9:00,99.27736,15.59653,550,val. GPS-3D,3.36,3.68,25
6665,11/27/18 14:45,11/27/18 8:45,99.27735,15.59665,571,val. GPS-3D,3.36,3.68,26
6664,11/27/18 11:30,11/27/18 5:30,99.2783,15.59171,675,val. GPS-3D,3.36,3.68,26
6663,11/27/18 11:15,11/27/18 5:15,99.27807,15.59282,607,val. GPS-3D,3.36,3.68,27
6662,11/27/18 11:00,11/27/18 5:00,99.27996,15.59363,518,val. GPS-3D,3.36,3.68,27
6661,11/27/18 10:45,11/27/18 4:45,99.28162,15.59176,514,val. GPS-3D,3.36,3.68,27
6660,11/27/18 10:30,11/27/18 4:30,99.2816,15.59176,501,val. GPS-3D,3.36,3.68,27
6659,11/27/18 10:15,11/27/18 4:15,99.28161,15.59179,519,val. GPS-3D,3.36,3.68,28
6658,11/27/18 10:00,11/27/18 4:00,99.28193,15.59169,463,val. GPS-3D,3.36,3.68,28
6657,11/27/18 9:45,11/27/18 3:45,99.28402,15.59315,441,val. GPS-3D,3.36,3.68,28
6656,11/27/18 9:30,11/27/18 3:30,99.28561,15.59279,360,val. GPS-3D,3.36,3.68,28
6655,11/27/18 9:15,11/27/18 3:15,99.28815,15.58899,379,val. GPS-3D,3.36,3.68,29
6654,11/27/18 9:00,11/27/18 3:00,99.28943,15.58801,343,val. GPS-3D,3.36,3.68,29
6653,11/27/18 8:46,11/27/18 2:46,99.29071,15.58535,416,val. GPS-3D,3.36,3.68,30
6652,11/27/18 8:30,11/27/18 2:30,99.2903,15.58267,467,val. GPS-3D,3.12,3.6,32
6651,11/27/18 8:15,11/27/18 2:15,99.28995,15.58012,397,val. GPS-3D,3.28,3.68,32
6650,11/27/18 8:00,11/27/18 2:00,99.29,15.58002,401,val. GPS-3D,3.36,3.68,31
6649,11/27/18 7:47,11/27/18 1:47,99.29011,15.58003,391,val. GPS-3D,3.36,3.68,32
6648,11/27/18 7:32,11/27/18 1:32,99.29142,15.57638,296,val. GPS-3D,3.28,3.68,33
6647,11/27/18 7:15,11/27/18 1:15,99.29137,15.57332,318,val. GPS-3D,3.28,3.68,33
6646,11/27/18 7:01,11/27/18 1:01,99.29195,15.57285,314,val. GPS-3D,3.12,3.6,34
6645,11/27/18 6:45,11/27/18 0:45,99.29213,15.57296,315,val. GPS-3D,3.36,3.68,33
6644,11/27/18 6:30,11/27/18 0:30,99.292,15.5731,346,val. GPS-3D,3.36,3.68,33
6643,11/27/18 6:15,11/27/18 0:15,99.29213,15.57288,264,val. GPS-3D,3.12,3.6,35
6642,11/27/18 6:00,11/27/18 0:00,99.29219,15.57273,302,val. GPS-3D,3.2,3.68,35
6641,11/27/18 5:45,11/26/18 23:45,99.29216,15.57238,291,val. GPS-3D,3.28,3.68,35
6640,11/27/18 5:30,11/26/18 23:30,99.29293,15.57005,256,val. GPS-3D,3.28,3.68,33
6639,11/27/18 5:15,11/26/18 23:15,99.29478,15.56692,255,val. GPS-3D,3.36,3.68,33
6638,11/27/18 5:02,11/26/18 23:02,99.29436,15.5659,264,GPS-3D,3.36,3.68,33
6637,11/27/18 4:45,11/26/18 22:45,99.29401,15.56074,279,val. GPS-3D,3.36,3.68,32
6636,11/27/18 4:30,11/26/18 22:30,99.2917,15.55814,315,val. GPS-3D,3.36,3.68,32
6635,11/27/18 4:15,11/26/18 22:15,99.2896,15.55517,263,val. GPS-3D,3.36,3.68,31
6634,11/27/18 4:00,11/26/18 22:00,99.28957,15.55538,256,val. GPS-3D,3.36,3.68,30
6633,11/27/18 3:45,11/26/18 21:45,99.28944,15.55533,252,val. GPS-3D,3.36,3.68,30
6632,11/27/18 3:16,11/26/18 21:16,99.2885,15.55399,270,val. GPS-3D,3.36,3.68,29
6631,11/27/18 3:00,11/26/18 21:00,99.29108,15.55234,253,val. GPS-3D,3.36,3.68,29
6630,11/27/18 2:45,11/26/18 20:45,99.28984,15.55156,276,val. GPS-3D,3.36,3.68,28
6629,11/27/18 2:30,11/26/18 20:30,99.28905,15.55009,269,val. GPS-3D,3.36,3.68,28
6628,11/27/18 2:15,11/26/18 20:15,99.28733,15.54621,312,val. GPS-3D,3.36,3.68,28
6627,11/27/18 2:00,11/26/18 20:00,99.28616,15.54407,262,val. GPS-3D,3.36,3.68,28
6626,11/27/18 1:45,11/26/18 19:45,99.28542,15.54414,249,val. GPS-3D,3.36,3.68,28
6625,11/27/18 1:30,11/26/18 19:30,99.28561,15.54411,237,val. GPS-3D,3.36,3.68,27
6624,11/27/18 1:15,11/26/18 19:15,99.28558,15.54408,258,val. GPS-3D,3.36,3.68,26
6623,11/27/18 1:00,11/26/18 19:00,99.28548,15.54417,251,val. GPS-3D,3.36,3.68,25
6622,11/27/18 0:45,11/26/18 18:45,99.28562,15.54402,295,val. GPS-3D,3.36,3.68,26
6621,11/27/18 0:30,11/26/18 18:30,99.28548,15.54418,262,val. GPS-3D,3.36,3.68,27
6620,11/27/18 0:15,11/26/18 18:15,99.28549,15.54403,239,val. GPS-3D,3.36,3.68,27
6619,11/27/18 0:00,11/26/18 18:00,99.28562,15.54414,280,val. GPS-3D,3.36,3.68,27
6618,11/26/18 23:45,11/26/18 17:45,99.28548,15.54412,249,val. GPS-3D,3.36,3.68,28
6617,11/26/18 23:30,11/26/18 17:30,99.28554,15.54398,253,val. GPS-3D,3.36,3.68,28
6616,11/26/18 23:15,11/26/18 17:15,99.28554,15.54408,285,val. GPS-3D,3.36,3.68,28
6615,11/26/18 23:00,11/26/18 17:00,99.28551,15.5442,299,val. GPS-3D,3.36,3.68,25
6614,11/26/18 22:45,11/26/18 16:45,99.28542,15.54411,290,val. GPS-3D,3.36,3.68,25
6613,11/26/18 22:30,11/26/18 16:30,99.28544,15.54402,260,val. GPS-3D,3.36,3.68,26
6612,11/26/18 22:15,11/26/18 16:15,99.2855,15.54413,223,val. GPS-3D,3.36,3.68,26
6611,11/26/18 22:00,11/26/18 16:00,99.28557,15.54407,224,val. GPS-3D,3.36,3.68,25
6610,11/26/18 21:45,11/26/18 15:45,99.28556,15.54412,262,val. GPS-3D,3.36,3.68,26
6609,11/26/18 21:30,11/26/18 15:30,99.28558,15.5442,260,val. GPS-3D,3.36,3.68,26
6608,11/26/18 21:15,11/26/18 15:15,99.28556,15.54414,233,val. GPS-3D,3.36,3.68,26
6607,11/26/18 21:00,11/26/18 15:00,99.28549,15.54399,292,val. GPS-3D,3.36,3.68,26
6606,11/26/18 20:45,11/26/18 14:45,99.28555,15.54409,267,val. GPS-3D,3.36,3.68,27
6605,11/26/18 20:30,11/26/18 14:30,99.28563,15.54404,258,val. GPS-3D,3.36,3.68,29
6604,11/26/18 20:15,11/26/18 14:15,99.28538,15.54426,269,val. GPS-3D,3.36,3.68,29
6603,11/26/18 20:00,11/26/18 14:00,99.28545,15.54418,255,val. GPS-3D,3.36,3.68,29
6602,11/26/18 19:45,11/26/18 13:45,99.28562,15.54416,285,val. GPS-3D,3.36,3.68,28
6601,11/26/18 19:30,11/26/18 13:30,99.28554,15.54412,232,val. GPS-3D,3.36,3.68,27
6600,11/26/18 19:15,11/26/18 13:15,99.28555,15.54408,197,val. GPS-3D,3.36,3.68,27
6599,11/26/18 19:00,11/26/18 13:00,99.28555,15.5441,240,val. GPS-3D,3.36,3.68,34
6598,11/26/18 18:45,11/26/18 12:45,99.28558,15.54414,269,val. GPS-3D,3.36,3.68,28
6597,11/26/18 18:30,11/26/18 12:30,99.28559,15.54405,247,val. GPS-3D,3.12,3.68,27
6596,11/26/18 18:15,11/26/18 12:15,99.2856,15.54411,260,val. GPS-3D,3.36,3.68,26
6595,11/26/18 18:00,11/26/18 12:00,99.28551,15.54418,269,val. GPS-3D,3.36,3.68,27
6594,11/26/18 17:45,11/26/18 11:45,99.28555,15.54414,254,val. GPS-3D,3.36,3.68,28
6593,11/26/18 17:30,11/26/18 11:30,99.28559,15.54377,306,val. GPS-3D,3.36,3.68,28
6592,11/26/18 17:15,11/26/18 11:15,99.28555,15.5441,263,val. GPS-3D,3.36,3.68,28
6591,11/26/18 17:00,11/26/18 11:00,99.28561,15.54413,252,val. GPS-3D,3.36,3.68,30
6590,11/26/18 16:45,11/26/18 10:45,99.28575,15.54412,324,val. GPS-3D,3.36,3.68,29
6589,11/26/18 16:30,11/26/18 10:30,99.28557,15.54428,269,val. GPS-3D,3.36,3.68,29
6588,11/26/18 16:15,11/26/18 10:15,99.28534,15.54433,285,val. GPS-3D,3.36,3.68,25
6587,11/26/18 16:00,11/26/18 10:00,99.28555,15.54412,301,val. GPS-3D,3.36,3.68,24
6586,11/26/18 15:45,11/26/18 9:45,99.28557,15.54415,265,val. GPS-3D,3.36,3.68,24
6585,11/26/18 15:30,11/26/18 9:30,99.28556,15.54416,263,val. GPS-3D,3.36,3.68,25
6584,11/26/18 15:15,11/26/18 9:15,99.28556,15.54409,261,val. GPS-3D,3.36,3.68,26
6583,11/26/18 15:00,11/26/18 9:00,99.28556,15.54424,253,val. GPS-3D,3.36,3.68,27
6582,11/26/18 14:45,11/26/18 8:45,99.28554,15.5442,263,val. GPS-3D,3.36,3.68,26
6581,11/26/18 14:30,11/26/18 8:30,99.28552,15.54412,263,val. GPS-3D,3.36,3.68,26
6580,11/26/18 14:15,11/26/18 8:15,99.28555,15.54416,256,val. GPS-3D,3.36,3.68,26
6579,11/26/18 14:00,11/26/18 8:00,99.28553,15.54413,251,val. GPS-3D,3.36,3.68,26
6578,11/26/18 13:45,11/26/18 7:45,99.28561,15.54413,288,val. GPS-3D,3.36,3.68,26
6577,11/26/18 13:30,11/26/18 7:30,99.28546,15.54417,267,val. GPS-3D,3.36,3.68,26
6576,11/26/18 13:15,11/26/18 7:15,99.28611,15.54347,262,val. GPS-3D,3.36,3.68,26
6575,11/26/18 13:00,11/26/18 7:00,99.28574,15.54224,257,val. GPS-3D,3.36,3.68,26
6574,11/26/18 12:45,11/26/18 6:45,99.28491,15.54039,240,val. GPS-3D,3.36,3.68,26
6573,11/26/18 12:30,11/26/18 6:30,99.28372,15.53679,246,val. GPS-3D,3.36,3.68,26
6572,11/26/18 12:15,11/26/18 6:15,99.28375,15.53235,258,val. GPS-3D,3.36,3.68,27
6571,11/26/18 12:00,11/26/18 6:00,99.28332,15.53008,273,val. GPS-3D,3.36,3.68,27
6570,11/26/18 11:45,11/26/18 5:45,99.28351,15.52793,256,val. GPS-3D,3.36,3.68,27
6569,11/26/18 11:30,11/26/18 5:30,99.28107,15.52552,251,val. GPS-3D,3.36,3.68,27
6568,11/26/18 10:00,11/26/18 4:00,99.27258,15.52066,335,val. GPS-3D,3.28,3.68,31
6567,11/26/18 9:45,11/26/18 3:45,99.27544,15.52356,270,val. GPS-3D,3.28,3.68,31
6566,11/26/18 9:30,11/26/18 3:30,99.27415,15.52674,356,val. GPS-3D,3.12,3.6,33
6565,11/26/18 9:15,11/26/18 3:15,99.27405,15.52677,271,val. GPS-3D,3.36,3.68,33
6564,11/26/18 9:00,11/26/18 3:00,99.27407,15.52673,292,val. GPS-3D,3.36,3.68,31
6563,11/26/18 8:45,11/26/18 2:45,99.27416,15.52669,286,val. GPS-3D,3.36,3.68,30
6562,11/26/18 8:31,11/26/18 2:31,99.27356,15.52818,298,val. GPS-3D,3.36,3.68,30
6561,11/26/18 8:15,11/26/18 2:15,99.27511,15.53209,326,val. GPS-3D,3.36,3.68,31
6560,11/26/18 8:01,11/26/18 2:01,99.27742,15.53026,272,val. GPS-3D,3.36,3.68,31
6559,11/26/18 7:45,11/26/18 1:45,99.27822,15.53192,266,val. GPS-3D,3.36,3.68,32
6558,11/26/18 7:30,11/26/18 1:30,99.27997,15.53386,263,val. GPS-3D,3.36,3.68,32
6557,11/26/18 7:15,11/26/18 1:15,99.28144,15.53505,267,val. GPS-3D,3.36,3.68,32
6556,11/26/18 7:00,11/26/18 1:00,99.28185,15.53652,265,val. GPS-3D,3.36,3.68,32
6555,11/26/18 6:45,11/26/18 0:45,99.28092,15.53726,277,val. GPS-3D,3.36,3.68,33
6554,11/26/18 6:30,11/26/18 0:30,99.28092,15.53732,288,val. GPS-3D,3.36,3.68,34
6553,11/26/18 6:15,11/26/18 0:15,99.28096,15.53758,334,val. GPS-3D,3.36,3.68,35
6552,11/26/18 6:00,11/26/18 0:00,99.28095,15.5375,300,val. GPS-3D,3.36,3.68,34
6551,11/26/18 5:45,11/25/18 23:45,99.28087,15.53752,278,val. GPS-3D,3.36,3.68,34
6550,11/26/18 5:30,11/25/18 23:30,99.28086,15.53749,281,val. GPS-3D,3.36,3.68,35
6549,11/26/18 5:15,11/25/18 23:15,99.28085,15.53752,263,val. GPS-3D,3.36,3.68,36
6548,11/26/18 1:00,11/25/18 19:00,99.27878,15.54156,356,val. GPS-3D,3.36,3.68,27
6547,11/26/18 0:45,11/25/18 18:45,99.27868,15.54181,408,val. GPS-3D,3.36,3.68,27
6546,11/26/18 0:30,11/25/18 18:30,99.27869,15.54178,390,val. GPS-3D,3.36,3.68,28
6545,11/26/18 0:15,11/25/18 18:15,99.27885,15.54199,387,val. GPS-3D,3.36,3.68,28
6544,11/25/18 9:30,11/25/18 3:30,99.27958,15.54463,448,val. GPS-3D,3.36,3.68,30
6543,11/25/18 9:15,11/25/18 3:15,99.27964,15.54463,447,val. GPS-3D,3.36,3.68,31
6542,11/25/18 9:00,11/25/18 3:00,99.27961,15.54463,442,val. GPS-3D,3.36,3.68,32
6541,11/25/18 8:45,11/25/18 2:45,99.27961,15.54464,443,val. GPS-3D,3.36,3.68,32
6540,11/25/18 8:30,11/25/18 2:30,99.27959,15.54465,443,val. GPS-3D,3.36,3.68,32
6539,11/25/18 8:15,11/25/18 2:15,99.27957,15.54462,458,val. GPS-3D,3.36,3.68,33
6538,11/25/18 8:00,11/25/18 2:00,99.27958,15.54465,447,val. GPS-3D,3.36,3.68,34
6537,11/25/18 7:45,11/25/18 1:45,99.27956,15.54458,461,val. GPS-3D,3.36,3.68,35
6536,11/25/18 7:30,11/25/18 1:30,99.27962,15.54461,450,val. GPS-3D,3.36,3.68,39
6535,11/25/18 7:15,11/25/18 1:15,99.27934,15.54465,449,val. GPS-3D,3.36,3.68,39
6534,11/25/18 7:00,11/25/18 1:00,99.27935,15.54471,455,val. GPS-3D,3.36,3.68,40
6533,11/25/18 6:45,11/25/18 0:45,99.27942,15.54472,458,val. GPS-3D,3.36,3.68,41
6532,11/25/18 6:30,11/25/18 0:30,99.27936,15.54471,449,val. GPS-3D,3.36,3.68,40
6531,11/25/18 6:15,11/25/18 0:15,99.27936,15.54472,458,val. GPS-3D,3.28,3.68,40
6530,11/25/18 6:00,11/25/18 0:00,99.27938,15.54468,457,val. GPS-3D,3.36,3.68,41
6529,11/25/18 5:45,11/24/18 23:45,99.27935,15.54467,454,val. GPS-3D,3.36,3.68,38
6528,11/25/18 5:30,11/24/18 23:30,99.27935,15.54472,451,val. GPS-3D,3.36,3.68,36
6527,11/25/18 5:15,11/24/18 23:15,99.27936,15.54475,448,val. GPS-3D,3.36,3.68,35
6526,11/25/18 5:00,11/24/18 23:00,99.27933,15.54473,453,val. GPS-3D,3.36,3.68,34
6525,11/25/18 4:45,11/24/18 22:45,99.27932,15.54469,447,val. GPS-3D,3.36,3.68,34
6524,11/25/18 3:30,11/24/18 21:30,99.2793,15.54477,462,val. GPS-3D,3.28,3.68,35
6523,11/25/18 3:15,11/24/18 21:15,99.27926,15.54474,465,val. GPS-3D,3.36,3.68,35
6522,11/25/18 3:00,11/24/18 21:00,99.27901,15.54479,453,val. GPS-3D,3.36,3.68,35
6521,11/25/18 2:45,11/24/18 20:45,99.27905,15.54482,455,val. GPS-3D,3.36,3.68,35
6520,11/24/18 19:30,11/24/18 13:30,99.28045,15.54826,370,val. GPS-3D,3.36,3.68,28
6519,11/24/18 19:15,11/24/18 13:15,99.28041,15.54843,387,val. GPS-3D,3.36,3.68,27
6518,11/24/18 19:00,11/24/18 13:00,99.28034,15.54829,343,val. GPS-3D,3.36,3.68,27
6517,11/24/18 18:45,11/24/18 12:45,99.28027,15.54836,353,val. GPS-3D,3.36,3.68,28
6516,11/24/18 18:30,11/24/18 12:30,99.28031,15.54837,362,val. GPS-3D,3.36,3.68,31
6515,11/24/18 18:15,11/24/18 12:15,99.28034,15.54829,350,val. GPS-3D,3.28,3.68,30
6514,11/24/18 18:00,11/24/18 12:00,99.28105,15.54863,329,val. GPS-3D,3.28,3.68,29
6513,11/24/18 17:45,11/24/18 11:45,99.28104,15.54864,337,val. GPS-3D,3.12,3.68,29
6512,11/24/18 17:30,11/24/18 11:30,99.28111,15.54862,340,val. GPS-3D,3.28,3.68,30
6511,11/24/18 17:15,11/24/18 11:15,99.28103,15.54869,332,val. GPS-3D,3.28,3.68,30
6510,11/24/18 17:00,11/24/18 11:00,99.28135,15.54814,300,val. GPS-3D,3.12,3.6,35
6509,11/24/18 16:45,11/24/18 10:45,99.28217,15.54673,309,val. GPS-3D,3.28,3.68,30
6508,11/24/18 16:30,11/24/18 10:30,99.2838,15.54449,274,val. GPS-3D,3.28,3.68,29
6507,11/24/18 16:15,11/24/18 10:15,99.28415,15.54162,258,val. GPS-3D,3.36,3.68,27
6506,11/24/18 16:00,11/24/18 10:00,99.28476,15.53869,274,val. GPS-3D,3.36,3.68,27
6505,11/24/18 15:45,11/24/18 9:45,99.28518,15.5368,227,val. GPS-3D,3.36,3.68,27
6504,11/24/18 15:30,11/24/18 9:30,99.28513,15.5321,223,val. GPS-3D,3.36,3.68,27
6503,11/24/18 15:15,11/24/18 9:15,99.28347,15.52781,252,val. GPS-3D,3.36,3.68,27
6502,11/24/18 15:00,11/24/18 9:00,99.2795,15.5248,270,val. GPS-3D,3.36,3.68,28
6501,11/24/18 14:45,11/24/18 8:45,99.27796,15.52316,265,val. GPS-3D,3.28,3.68,32
6500,11/24/18 14:30,11/24/18 8:30,99.27696,15.52174,189,val. GPS-3D,3.28,3.68,30
6499,11/24/18 14:15,11/24/18 8:15,99.27591,15.52183,256,val. GPS-3D,3.28,3.68,30
6498,11/24/18 14:02,11/24/18 8:02,99.27401,15.52061,275,val. GPS-3D,3.28,3.68,31
6497,11/24/18 13:45,11/24/18 7:45,99.27183,15.51983,285,val. GPS-3D,3.36,3.68,30
6496,11/24/18 13:30,11/24/18 7:30,99.27102,15.51946,299,val. GPS-3D,3.36,3.68,30
6495,11/24/18 13:15,11/24/18 7:15,99.27134,15.5201,305,val. GPS-3D,3.36,3.68,30
6494,11/24/18 13:00,11/24/18 7:00,99.27138,15.52007,355,val. GPS-3D,3.36,3.68,28
6493,11/24/18 12:45,11/24/18 6:45,99.27152,15.51995,333,val. GPS-3D,3.36,3.68,28
6492,11/24/18 12:30,11/24/18 6:30,99.27149,15.52007,303,val. GPS-3D,3.36,3.68,29
6491,11/24/18 12:15,11/24/18 6:15,99.27147,15.52012,302,val. GPS-3D,3.36,3.68,29
6490,11/24/18 12:00,11/24/18 6:00,99.27184,15.51996,308,val. GPS-3D,3.36,3.68,29
6489,11/24/18 11:45,11/24/18 5:45,99.27183,15.52006,292,val. GPS-3D,3.36,3.68,29
6488,11/24/18 11:30,11/24/18 5:30,99.27186,15.52014,312,val. GPS-3D,3.36,3.68,30
6487,11/24/18 11:15,11/24/18 5:15,99.27185,15.52006,311,val. GPS-3D,3.12,3.6,31
6486,11/24/18 11:00,11/24/18 5:00,99.27172,15.52011,317,val. GPS-3D,3.2,3.68,30
6485,11/24/18 10:45,11/24/18 4:45,99.27154,15.52016,311,val. GPS-3D,3.36,3.68,29
6484,11/24/18 10:30,11/24/18 4:30,99.27133,15.52001,332,val. GPS-3D,3.36,3.68,29
6483,11/24/18 10:15,11/24/18 4:15,99.27136,15.52003,310,val. GPS-3D,3.36,3.68,30
6482,11/24/18 10:00,11/24/18 4:00,99.2715,15.52002,335,val. GPS-3D,3.36,3.68,32
6481,11/24/18 9:45,11/24/18 3:45,99.27137,15.52,307,val. GPS-3D,3.28,3.68,31
6480,11/24/18 9:30,11/24/18 3:30,99.27134,15.51999,298,val. GPS-3D,3.36,3.68,31
6479,11/24/18 9:15,11/24/18 3:15,99.27256,15.52032,292,val. GPS-3D,3.36,3.68,31
6478,11/24/18 9:00,11/24/18 3:00,99.27356,15.5208,279,val. GPS-3D,3.28,3.68,33
6477,11/24/18 8:45,11/24/18 2:45,99.27498,15.52192,276,val. GPS-3D,3.28,3.68,31
6476,11/24/18 8:31,11/24/18 2:31,99.27397,15.52241,279,val. GPS-3D,3.28,3.68,31
